#ID	chr	strand	C1Start	C1End	AStart	AEnd	C2Start	C2End	trans_ID:exon#:trans_length	genes
chr21:-:DONSON:RefSeq_tri176297:v1	chr21	-	34954471	34954552	34954257	34954361	34953608	34953806	NM_017613:6-8:2522,	DONSON,
chr21:-:DONSON:RefSeq_tri176298:v1	chr21	-	34954257	34954361	34953608	34953806	34951656	34951868	NM_017613:7-9:2522,	DONSON,
chr21:-:DONSON:RefSeq_tri176299:v1	chr21	-	34953608	34953806	34951656	34951868	34949859	34950750	NM_017613:8-10:2522,	DONSON,
chr21:-:GART:RefSeq_tri176300:v1	chr21	-	34914966	34915198	34911477	34911662	34907531	34907626	NM_001136006:1-3:3500,	GART,
chr21:-:GART:RefSeq_tri176301:v1	chr21	-	34914893	34915195	34911477	34911629	34907531	34907626	NM_001136005:1-3:3537,	GART,
chr21:-:GART:RefSeq_tri176302:v1	chr21	-	34914371	34914464	34911477	34911662	34907531	34907626	NM_000819:1-3:3361,NM_175085:1-3:2193,	GART,
chr21:-:GART:RefSeq_tri176303:v1	chr21	-	34911477	34911662	34907531	34907626	34906885	34907059	NM_000819:2-4:3361,NM_175085:2-4:2193,NM_001136006:2-4:3500,	GART,
chr21:-:GART:RefSeq_tri176304:v1	chr21	-	34911477	34911629	34907531	34907626	34906885	34907059	NM_001136005:2-4:3537,	GART,
chr21:-:GART:RefSeq_tri176305:v1	chr21	-	34907531	34907626	34906885	34907059	34904651	34904762	NM_000819:3-5:3361,NM_175085:3-5:2193,NM_001136006:3-5:3500,NM_001136005:3-5:3537,	GART,
chr21:-:GART:RefSeq_tri176306:v1	chr21	-	34906885	34907059	34904651	34904762	34903795	34903863	NM_000819:4-6:3361,NM_175085:4-6:2193,NM_001136006:4-6:3500,NM_001136005:4-6:3537,	GART,
chr21:-:GART:RefSeq_tri176307:v1	chr21	-	34904651	34904762	34903795	34903863	34903065	34903190	NM_000819:5-7:3361,NM_175085:5-7:2193,NM_001136006:5-7:3500,NM_001136005:5-7:3537,	GART,
chr21:-:GART:RefSeq_tri176308:v1	chr21	-	34903795	34903863	34903065	34903190	34901156	34901243	NM_000819:6-8:3361,NM_175085:6-8:2193,NM_001136006:6-8:3500,NM_001136005:6-8:3537,	GART,
chr21:-:GART:RefSeq_tri176309:v1	chr21	-	34903065	34903190	34901156	34901243	34900825	34900910	NM_000819:7-9:3361,NM_175085:7-9:2193,NM_001136006:7-9:3500,NM_001136005:7-9:3537,	GART,
chr21:-:GART:RefSeq_tri176310:v1	chr21	-	34901156	34901243	34900825	34900910	34900473	34900641	NM_000819:8-10:3361,NM_175085:8-10:2193,NM_001136006:8-10:3500,NM_001136005:8-10:3537,	GART,
chr21:-:GART:RefSeq_tri176311:v1	chr21	-	34900825	34900910	34900473	34900641	34897076	34897307	NM_000819:9-11:3361,NM_001136006:9-11:3500,NM_001136005:9-11:3537,	GART,
chr21:-:GART:RefSeq_tri176312:v1	chr21	-	34900825	34900910	34900473	34900641	34896316	34897307	NM_175085:9-11:2193,	GART,
chr21:-:GART:RefSeq_tri176313:v1	chr21	-	34900473	34900641	34897076	34897307	34894495	34894589	NM_000819:10-12:3361,NM_001136006:10-12:3500,NM_001136005:10-12:3537,	GART,
chr21:-:GART:RefSeq_tri176314:v1	chr21	-	34897076	34897307	34894495	34894589	34893213	34893322	NM_000819:11-13:3361,NM_001136006:11-13:3500,NM_001136005:11-13:3537,	GART,
chr21:-:GART:RefSeq_tri176315:v1	chr21	-	34894495	34894589	34893213	34893322	34892671	34892869	NM_000819:12-14:3361,NM_001136006:12-14:3500,NM_001136005:12-14:3537,	GART,
chr21:-:GART:RefSeq_tri176316:v1	chr21	-	34893213	34893322	34892671	34892869	34889664	34889915	NM_000819:13-15:3361,NM_001136006:13-15:3500,NM_001136005:13-15:3537,	GART,
chr21:-:GART:RefSeq_tri176317:v1	chr21	-	34892671	34892869	34889664	34889915	34889296	34889448	NM_000819:14-16:3361,NM_001136006:14-16:3500,NM_001136005:14-16:3537,	GART,
chr21:-:GART:RefSeq_tri176318:v1	chr21	-	34889664	34889915	34889296	34889448	34883559	34883765	NM_000819:15-17:3361,NM_001136006:15-17:3500,NM_001136005:15-17:3537,	GART,
chr21:-:GART:RefSeq_tri176319:v1	chr21	-	34889296	34889448	34883559	34883765	34882090	34882227	NM_000819:16-18:3361,NM_001136006:16-18:3500,NM_001136005:16-18:3537,	GART,
chr21:-:GART:RefSeq_tri176320:v1	chr21	-	34883559	34883765	34882090	34882227	34878281	34878411	NM_000819:17-19:3361,NM_001136006:17-19:3500,NM_001136005:17-19:3537,	GART,
chr21:-:GART:RefSeq_tri176321:v1	chr21	-	34882090	34882227	34878281	34878411	34877868	34878009	NM_000819:18-20:3361,NM_001136006:18-20:3500,NM_001136005:18-20:3537,	GART,
chr21:-:GART:RefSeq_tri176322:v1	chr21	-	34878281	34878411	34877868	34878009	34876719	34876834	NM_000819:19-21:3361,NM_001136006:19-21:3500,NM_001136005:19-21:3537,	GART,
chr21:-:GART:RefSeq_tri176323:v1	chr21	-	34877868	34878009	34876719	34876834	34876238	34876622	NM_000819:20-22:3361,NM_001136006:20-22:3500,NM_001136005:20-22:3537,	GART,
chr21:-:TMEM50B:RefSeq_tri176324:v1	chr21	-	34852145	34852316	34841094	34841233	34839317	34839429	NM_006134:1-3:2367,	TMEM50B,
chr21:-:TMEM50B:RefSeq_tri176325:v1	chr21	-	34841094	34841233	34839317	34839429	34837649	34837716	NM_006134:2-4:2367,	TMEM50B,
chr21:-:TMEM50B:RefSeq_tri176326:v1	chr21	-	34839317	34839429	34837649	34837716	34832720	34832812	NM_006134:3-5:2367,	TMEM50B,
chr21:-:TMEM50B:RefSeq_tri176327:v1	chr21	-	34837649	34837716	34832720	34832812	34828034	34828091	NM_006134:4-6:2367,	TMEM50B,
chr21:-:TMEM50B:RefSeq_tri176328:v1	chr21	-	34832720	34832812	34828034	34828091	34821448	34823170	NM_006134:5-7:2367,	TMEM50B,
chr21:-:C21orf62:RefSeq_tri176329:v1	chr21	-	34185902	34186053	34182884	34182964	34179952	34180026	NM_001162495:1-3:4121,	C21orf62,
chr21:-:C21orf62:RefSeq_tri176330:v1	chr21	-	34185902	34186053	34182884	34182964	34162984	34166796	NM_019596:1-3:4046,	C21orf62,
chr21:-:C21orf62:RefSeq_tri176331:v1	chr21	-	34182884	34182964	34179952	34180026	34162984	34166796	NM_001162495:2-4:4121,	C21orf62,
chr21:-:PAXBP1:RefSeq_tri176332:v1	chr21	-	34143637	34144169	34142125	34142253	34136659	34136835	NM_016631:1-3:3995,NM_013329:1-3:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176333:v1	chr21	-	34142125	34142253	34136659	34136835	34134407	34134628	NM_016631:2-4:3995,NM_013329:2-4:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176334:v1	chr21	-	34136659	34136835	34134407	34134628	34133370	34133473	NM_016631:3-5:3995,NM_013329:3-5:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176335:v1	chr21	-	34134407	34134628	34133370	34133473	34132088	34132305	NM_016631:4-6:3995,NM_013329:4-6:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176336:v1	chr21	-	34133370	34133473	34132088	34132305	34131391	34131580	NM_016631:5-7:3995,NM_013329:5-7:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176337:v1	chr21	-	34132088	34132305	34131391	34131580	34127541	34127664	NM_016631:6-8:3995,NM_013329:6-8:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176338:v1	chr21	-	34131391	34131580	34127541	34127664	34123430	34123529	NM_016631:7-9:3995,NM_013329:7-9:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176339:v1	chr21	-	34127541	34127664	34123430	34123529	34123228	34123343	NM_016631:8-10:3995,NM_013329:8-10:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176340:v1	chr21	-	34123430	34123529	34123228	34123343	34120810	34121009	NM_016631:9-11:3995,NM_013329:9-11:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176341:v1	chr21	-	34123228	34123343	34120810	34121009	34117885	34118029	NM_016631:10-12:3995,NM_013329:10-12:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176342:v1	chr21	-	34120810	34121009	34117885	34118029	34117103	34117224	NM_016631:11-13:3995,NM_013329:11-13:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176343:v1	chr21	-	34117885	34118029	34117103	34117224	34115989	34116065	NM_016631:12-14:3995,NM_013329:12-14:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176344:v1	chr21	-	34117103	34117224	34115989	34116065	34115559	34115625	NM_016631:13-15:3995,NM_013329:13-15:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176345:v1	chr21	-	34115989	34116065	34115559	34115625	34113650	34113933	NM_013329:14-16:2808,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176346:v1	chr21	-	34115989	34116065	34115559	34115625	34110484	34110630	NM_016631:14-16:3995,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176347:v1	chr21	-	34115559	34115625	34110484	34110630	34109565	34109719	NM_016631:15-17:3995,	PAXBP1,
chr21:-:PAXBP1:RefSeq_tri176348:v1	chr21	-	34110484	34110630	34109565	34109719	34106210	34107378	NM_016631:16-18:3995,	PAXBP1,
chr21:-:SYNJ1:RefSeq_tri176349:v1	chr21	-	34100257	34100351	34099083	34099228	34074271	34074357	NM_003895:1-3:7075,NM_203446:1-3:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176350:v1	chr21	-	34100148	34100250	34099083	34099228	34074271	34074357	NM_001160306:1-3:6942,NM_001160302:1-3:7059,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176351:v1	chr21	-	34099083	34099228	34074271	34074357	34072148	34072415	NM_001160306:2-4:6942,NM_003895:2-4:7075,NM_001160302:2-4:7059,NM_203446:2-4:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176352:v1	chr21	-	34074271	34074357	34072148	34072415	34067367	34067592	NM_001160306:3-5:6942,NM_003895:3-5:7075,NM_001160302:3-5:7059,NM_203446:3-5:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176353:v1	chr21	-	34072148	34072415	34067367	34067592	34066538	34066621	NM_001160306:4-6:6942,NM_003895:4-6:7075,NM_001160302:4-6:7059,NM_203446:4-6:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176354:v1	chr21	-	34067367	34067592	34066538	34066621	34060616	34060677	NM_001160306:5-7:6942,NM_003895:5-7:7075,NM_001160302:5-7:7059,NM_203446:5-7:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176355:v1	chr21	-	34066538	34066621	34060616	34060677	34059288	34059384	NM_001160306:6-8:6942,NM_003895:6-8:7075,NM_001160302:6-8:7059,NM_203446:6-8:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176356:v1	chr21	-	34060616	34060677	34059288	34059384	34058058	34058227	NM_001160306:7-9:6942,NM_003895:7-9:7075,NM_001160302:7-9:7059,NM_203446:7-9:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176357:v1	chr21	-	34059288	34059384	34058058	34058227	34056348	34056429	NM_001160306:8-10:6942,NM_003895:8-10:7075,NM_001160302:8-10:7059,NM_203446:8-10:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176358:v1	chr21	-	34058058	34058227	34056348	34056429	34053806	34053958	NM_001160306:9-11:6942,NM_003895:9-11:7075,NM_001160302:9-11:7059,NM_203446:9-11:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176359:v1	chr21	-	34056348	34056429	34053806	34053958	34050955	34051120	NM_001160306:10-12:6942,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176360:v1	chr21	-	34056348	34056429	34053806	34053958	34050955	34051111	NM_003895:10-12:7075,NM_001160302:10-12:7059,NM_203446:10-12:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176361:v1	chr21	-	34053806	34053958	34050955	34051120	34045650	34045841	NM_001160306:11-13:6942,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176362:v1	chr21	-	34053806	34053958	34050955	34051111	34048642	34048665	NM_003895:11-13:7075,NM_001160302:11-13:7059,NM_203446:11-13:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176363:v1	chr21	-	34050955	34051120	34045650	34045841	34042598	34042682	NM_001160306:12-14:6942,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176364:v1	chr21	-	34050955	34051111	34048642	34048665	34045650	34045841	NM_003895:12-14:7075,NM_001160302:12-14:7059,NM_203446:12-14:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176365:v1	chr21	-	34048642	34048665	34045650	34045841	34042598	34042682	NM_003895:13-15:7075,NM_001160302:13-15:7059,NM_203446:13-15:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176366:v1	chr21	-	34045650	34045841	34042598	34042682	34038743	34038883	NM_001160306:13-15:6942,NM_003895:14-16:7075,NM_001160302:14-16:7059,NM_203446:14-16:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176367:v1	chr21	-	34042598	34042682	34038743	34038883	34038253	34038445	NM_001160306:14-16:6942,NM_003895:15-17:7075,NM_001160302:15-17:7059,NM_203446:15-17:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176368:v1	chr21	-	34038743	34038883	34038253	34038445	34037223	34037381	NM_001160306:15-17:6942,NM_003895:16-18:7075,NM_001160302:16-18:7059,NM_203446:16-18:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176369:v1	chr21	-	34038253	34038445	34037223	34037381	34030026	34030182	NM_001160306:16-18:6942,NM_003895:17-19:7075,NM_001160302:17-19:7059,NM_203446:17-19:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176370:v1	chr21	-	34037223	34037381	34030026	34030182	34029313	34029430	NM_001160306:17-19:6942,NM_003895:18-20:7075,NM_001160302:18-20:7059,NM_203446:18-20:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176371:v1	chr21	-	34030026	34030182	34029313	34029430	34028997	34029212	NM_001160306:18-20:6942,NM_003895:19-21:7075,NM_001160302:19-21:7059,NM_203446:19-21:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176372:v1	chr21	-	34029313	34029430	34028997	34029212	34025598	34025676	NM_001160306:19-21:6942,NM_003895:20-22:7075,NM_001160302:20-22:7059,NM_203446:20-22:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176373:v1	chr21	-	34028997	34029212	34025598	34025676	34022494	34022656	NM_001160306:20-22:6942,NM_003895:21-23:7075,NM_001160302:21-23:7059,NM_203446:21-23:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176374:v1	chr21	-	34025598	34025676	34022494	34022656	34018703	34018912	NM_001160306:21-23:6942,NM_003895:22-24:7075,NM_001160302:22-24:7059,NM_203446:22-24:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176375:v1	chr21	-	34022494	34022656	34018703	34018912	34017956	34018099	NM_001160306:22-24:6942,NM_003895:23-25:7075,NM_001160302:23-25:7059,NM_203446:23-25:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176376:v1	chr21	-	34018703	34018912	34017956	34018099	34017278	34017316	NM_003895:24-26:7075,NM_001160302:24-26:7059,NM_203446:24-26:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176377:v1	chr21	-	34018703	34018912	34017956	34018099	34014206	34014276	NM_001160306:23-25:6942,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176378:v1	chr21	-	34017956	34018099	34017278	34017316	34015720	34015767	NM_003895:25-27:7075,NM_203446:25-27:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176379:v1	chr21	-	34017956	34018099	34017278	34017316	34014405	34014443	NM_001160302:25-27:7059,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176380:v1	chr21	-	34017956	34018099	34014206	34014276	34011981	34012089	NM_001160306:24-26:6942,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176381:v1	chr21	-	34017278	34017316	34015720	34015767	34014405	34014443	NM_003895:26-28:7075,NM_203446:26-28:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176382:v1	chr21	-	34017278	34017316	34014405	34014443	34014206	34014276	NM_001160302:26-28:7059,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176383:v1	chr21	-	34015720	34015767	34014405	34014443	34014206	34014276	NM_003895:27-29:7075,NM_203446:27-29:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176384:v1	chr21	-	34014405	34014443	34014206	34014276	34011981	34012089	NM_003895:28-30:7075,NM_001160302:27-29:7059,NM_203446:28-30:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176385:v1	chr21	-	34014206	34014276	34011981	34012089	34011218	34011435	NM_001160306:25-27:6942,NM_003895:29-31:7075,NM_001160302:28-30:7059,NM_203446:29-31:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176386:v1	chr21	-	34011981	34012089	34011218	34011435	34007171	34007194	NM_001160302:29-31:7059,NM_203446:30-32:7099,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176387:v1	chr21	-	34011981	34012089	34011218	34011435	34001069	34004111	NM_001160306:26-28:6942,NM_003895:30-32:7075,	SYNJ1,
chr21:-:SYNJ1:RefSeq_tri176388:v1	chr21	-	34011218	34011435	34007171	34007194	34001069	34004111	NM_001160302:30-32:7059,NM_203446:31-33:7099,	SYNJ1,
chr21:-:C21orf59:RefSeq_tri176389:v1	chr21	-	33984415	33984918	33982148	33982315	33979959	33980026	NM_021254:1-3:1427,	C21orf59,
chr21:-:C21orf59:RefSeq_tri176390:v1	chr21	-	33982148	33982315	33979959	33980026	33976435	33976593	NM_021254:2-4:1427,	C21orf59,
chr21:-:C21orf59:RefSeq_tri176391:v1	chr21	-	33979959	33980026	33976435	33976593	33975471	33975602	NM_021254:3-5:1427,	C21orf59,
chr21:-:C21orf59:RefSeq_tri176392:v1	chr21	-	33976435	33976593	33975471	33975602	33974582	33974677	NM_021254:4-6:1427,	C21orf59,
chr21:-:C21orf59:RefSeq_tri176393:v1	chr21	-	33975471	33975602	33974582	33974677	33973984	33974283	NM_021254:5-7:1427,	C21orf59,
chr21:-:TCP10L:RefSeq_tri176394:v1	chr21	-	33957731	33957845	33956471	33956615	33954510	33954725	NM_144659:1-3:2697,	TCP10L,
chr21:-:TCP10L:RefSeq_tri176395:v1	chr21	-	33956471	33956615	33954510	33954725	33951004	33951141	NM_144659:2-4:2697,	TCP10L,
chr21:-:TCP10L:RefSeq_tri176396:v1	chr21	-	33954510	33954725	33951004	33951141	33947151	33949233	NM_144659:3-5:2697,	TCP10L,
chr21:-:URB1:RefSeq_tri176397:v1	chr21	-	33765078	33765312	33757854	33757993	33756622	33756773	NM_014825:1-3:10808,	URB1,
chr21:-:URB1:RefSeq_tri176398:v1	chr21	-	33757854	33757993	33756622	33756773	33755731	33755863	NM_014825:2-4:10808,	URB1,
chr21:-:URB1:RefSeq_tri176399:v1	chr21	-	33756622	33756773	33755731	33755863	33750754	33750850	NM_014825:3-5:10808,	URB1,
chr21:-:URB1:RefSeq_tri176400:v1	chr21	-	33755731	33755863	33750754	33750850	33747707	33747792	NM_014825:4-6:10808,	URB1,
chr21:-:URB1:RefSeq_tri176401:v1	chr21	-	33750754	33750850	33747707	33747792	33745956	33746081	NM_014825:5-7:10808,	URB1,
chr21:-:URB1:RefSeq_tri176402:v1	chr21	-	33747707	33747792	33745956	33746081	33744816	33744940	NM_014825:6-8:10808,	URB1,
chr21:-:URB1:RefSeq_tri176403:v1	chr21	-	33745956	33746081	33744816	33744940	33740712	33740907	NM_014825:7-9:10808,	URB1,
chr21:-:URB1:RefSeq_tri176404:v1	chr21	-	33744816	33744940	33740712	33740907	33738927	33739064	NM_014825:8-10:10808,	URB1,
chr21:-:URB1:RefSeq_tri176405:v1	chr21	-	33740712	33740907	33738927	33739064	33735465	33735638	NM_014825:9-11:10808,	URB1,
chr21:-:URB1:RefSeq_tri176406:v1	chr21	-	33738927	33739064	33735465	33735638	33734201	33734330	NM_014825:10-12:10808,	URB1,
chr21:-:URB1:RefSeq_tri176407:v1	chr21	-	33735465	33735638	33734201	33734330	33733316	33733432	NM_014825:11-13:10808,	URB1,
chr21:-:URB1:RefSeq_tri176408:v1	chr21	-	33734201	33734330	33733316	33733432	33732105	33732217	NM_014825:12-14:10808,	URB1,
chr21:-:URB1:RefSeq_tri176409:v1	chr21	-	33733316	33733432	33732105	33732217	33729846	33729965	NM_014825:13-15:10808,	URB1,
chr21:-:URB1:RefSeq_tri176410:v1	chr21	-	33732105	33732217	33729846	33729965	33727758	33727874	NM_014825:14-16:10808,	URB1,
chr21:-:URB1:RefSeq_tri176411:v1	chr21	-	33729846	33729965	33727758	33727874	33727168	33727306	NM_014825:15-17:10808,	URB1,
chr21:-:URB1:RefSeq_tri176412:v1	chr21	-	33727758	33727874	33727168	33727306	33726242	33726412	NM_014825:16-18:10808,	URB1,
chr21:-:URB1:RefSeq_tri176413:v1	chr21	-	33727168	33727306	33726242	33726412	33725019	33725215	NM_014825:17-19:10808,	URB1,
chr21:-:URB1:RefSeq_tri176414:v1	chr21	-	33726242	33726412	33725019	33725215	33723013	33723231	NM_014825:18-20:10808,	URB1,
chr21:-:URB1:RefSeq_tri176415:v1	chr21	-	33725019	33725215	33723013	33723231	33721613	33721792	NM_014825:19-21:10808,	URB1,
chr21:-:URB1:RefSeq_tri176416:v1	chr21	-	33723013	33723231	33721613	33721792	33719265	33720120	NM_014825:20-22:10808,	URB1,
chr21:-:URB1:RefSeq_tri176417:v1	chr21	-	33721613	33721792	33719265	33720120	33717683	33717884	NM_014825:21-23:10808,	URB1,
chr21:-:URB1:RefSeq_tri176418:v1	chr21	-	33719265	33720120	33717683	33717884	33716879	33717065	NM_014825:22-24:10808,	URB1,
chr21:-:URB1:RefSeq_tri176419:v1	chr21	-	33717683	33717884	33716879	33717065	33713775	33713833	NM_014825:23-25:10808,	URB1,
chr21:-:URB1:RefSeq_tri176420:v1	chr21	-	33716879	33717065	33713775	33713833	33711016	33711209	NM_014825:24-26:10808,	URB1,
chr21:-:URB1:RefSeq_tri176421:v1	chr21	-	33713775	33713833	33711016	33711209	33709713	33709823	NM_014825:25-27:10808,	URB1,
chr21:-:URB1:RefSeq_tri176422:v1	chr21	-	33711016	33711209	33709713	33709823	33709403	33709466	NM_014825:26-28:10808,	URB1,
chr21:-:URB1:RefSeq_tri176423:v1	chr21	-	33709713	33709823	33709403	33709466	33706472	33706643	NM_014825:27-29:10808,	URB1,
chr21:-:URB1:RefSeq_tri176424:v1	chr21	-	33709403	33709466	33706472	33706643	33705626	33705728	NM_014825:28-30:10808,	URB1,
chr21:-:URB1:RefSeq_tri176425:v1	chr21	-	33706472	33706643	33705626	33705728	33697539	33697699	NM_014825:29-31:10808,	URB1,
chr21:-:URB1:RefSeq_tri176426:v1	chr21	-	33705626	33705728	33697539	33697699	33696801	33696912	NM_014825:30-32:10808,	URB1,
chr21:-:URB1:RefSeq_tri176427:v1	chr21	-	33697539	33697699	33696801	33696912	33694788	33694894	NM_014825:31-33:10808,	URB1,
chr21:-:URB1:RefSeq_tri176428:v1	chr21	-	33696801	33696912	33694788	33694894	33694111	33694254	NM_014825:32-34:10808,	URB1,
chr21:-:URB1:RefSeq_tri176429:v1	chr21	-	33694788	33694894	33694111	33694254	33692841	33692950	NM_014825:33-35:10808,	URB1,
chr21:-:URB1:RefSeq_tri176430:v1	chr21	-	33694111	33694254	33692841	33692950	33691527	33691724	NM_014825:34-36:10808,	URB1,
chr21:-:URB1:RefSeq_tri176431:v1	chr21	-	33692841	33692950	33691527	33691724	33689987	33690228	NM_014825:35-37:10808,	URB1,
chr21:-:URB1:RefSeq_tri176432:v1	chr21	-	33691527	33691724	33689987	33690228	33688777	33689376	NM_014825:36-38:10808,	URB1,
chr21:-:URB1:RefSeq_tri176433:v1	chr21	-	33689987	33690228	33688777	33689376	33683330	33687410	NM_014825:37-39:10808,	URB1,
chr21:-:MIS18A:RefSeq_tri176434:v1	chr21	-	33650992	33651376	33647141	33647207	33642718	33642840	NM_018944:1-3:1571,	MIS18A,
chr21:-:MIS18A:RefSeq_tri176435:v1	chr21	-	33647141	33647207	33642718	33642840	33642018	33642114	NM_018944:2-4:1571,	MIS18A,
chr21:-:MIS18A:RefSeq_tri176436:v1	chr21	-	33642718	33642840	33642018	33642114	33640530	33641428	NM_018944:3-5:1571,	MIS18A,
chr21:-:SCAF4:RefSeq_tri176437:v1	chr21	-	33103976	33104431	33078587	33078670	33077736	33077780	NM_001145445:1-3:4203,NM_020706:1-3:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176438:v1	chr21	-	33103976	33104431	33078587	33078670	33076078	33076239	NM_001145444:1-3:4224,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176439:v1	chr21	-	33078587	33078670	33077736	33077780	33076078	33076239	NM_001145445:2-4:4203,NM_020706:2-4:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176440:v1	chr21	-	33078587	33078670	33076078	33076239	33074557	33074692	NM_001145444:2-4:4224,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176441:v1	chr21	-	33077736	33077780	33076078	33076239	33074557	33074692	NM_001145445:3-5:4203,NM_020706:3-5:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176442:v1	chr21	-	33076078	33076239	33074557	33074692	33074089	33074231	NM_001145444:3-5:4224,NM_001145445:4-6:4203,NM_020706:4-6:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176443:v1	chr21	-	33074557	33074692	33074089	33074231	33073308	33073484	NM_001145444:4-6:4224,NM_001145445:5-7:4203,NM_020706:5-7:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176444:v1	chr21	-	33074089	33074231	33073308	33073484	33068882	33069063	NM_001145444:5-7:4224,NM_001145445:6-8:4203,NM_020706:6-8:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176445:v1	chr21	-	33073308	33073484	33068882	33069063	33068426	33068534	NM_001145444:6-8:4224,NM_001145445:7-9:4203,NM_020706:7-9:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176446:v1	chr21	-	33068882	33069063	33068426	33068534	33067126	33067293	NM_001145444:7-9:4224,NM_001145445:8-10:4203,NM_020706:8-10:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176447:v1	chr21	-	33068426	33068534	33067126	33067293	33066517	33066602	NM_001145444:8-10:4224,NM_001145445:9-11:4203,NM_020706:9-11:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176448:v1	chr21	-	33067126	33067293	33066517	33066602	33065607	33065797	NM_001145444:9-11:4224,NM_001145445:10-12:4203,NM_020706:10-12:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176449:v1	chr21	-	33066517	33066602	33065607	33065797	33064662	33064762	NM_001145444:10-12:4224,NM_001145445:11-13:4203,NM_020706:11-13:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176450:v1	chr21	-	33065607	33065797	33064662	33064762	33064130	33064243	NM_001145444:11-13:4224,NM_001145445:12-14:4203,NM_020706:12-14:4269,	SCAF4,
chr21:-:SCAF4:RefSeq_tri176451:v1	chr21	-	33064662	33064762	33064130	33064243	33063110	33063266	NM_001145444:12-14:4224,NM_001145445:13-15:4203,NM_020706:13-15:4269,	SCAF4,
